source_file,video_id,handle,cover_url,status,saved_path,error
yt-dlp,7391862390536555792,nhcollectioncmb,https://www.tiktok.com/@nhcollectioncmb/video/7391862390536555792,ok,covers\7391862390536555792.image,
yt-dlp,7390615665889037576,nhcollectioncmb,https://www.tiktok.com/@nhcollectioncmb/video/7390615665889037576,ok,covers\7390615665889037576.image,
yt-dlp,7387782229331594517,nhcollectioncmb,https://www.tiktok.com/@nhcollectioncmb/video/7387782229331594517,ok,covers\7387782229331594517.image,
yt-dlp,7384838226516757768,nhcollectioncmb,https://www.tiktok.com/@nhcollectioncmb/video/7384838226516757768,ok,covers\7384838226516757768.image,
yt-dlp,7516936657921133831,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7516936657921133831,ok,covers\7516936657921133831.image,
yt-dlp,7514933049335844104,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7514933049335844104,ok,covers\7514933049335844104.image,
yt-dlp,7514932821585038600,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7514932821585038600,ok,covers\7514932821585038600.image,
yt-dlp,7514703079242059026,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7514703079242059026,ok,covers\7514703079242059026.image,
yt-dlp,7514577421991955720,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7514577421991955720,ok,covers\7514577421991955720.jpeg,
yt-dlp,7513779201451871506,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7513779201451871506,ok,covers\7513779201451871506.image,
yt-dlp,7512316562179771666,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7512316562179771666,ok,covers\7512316562179771666.image,
yt-dlp,7512316093948529927,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7512316093948529927,ok,covers\7512316093948529927.image,
yt-dlp,7512046462302227719,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7512046462302227719,ok,covers\7512046462302227719.image,
yt-dlp,7511948497109912839,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7511948497109912839,ok,covers\7511948497109912839.jpeg,
yt-dlp,7511246218043936018,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7511246218043936018,ok,covers\7511246218043936018.image,
yt-dlp,7509821496290741511,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7509821496290741511,ok,covers\7509821496290741511.jpeg,
yt-dlp,7508763281583099144,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7508763281583099144,ok,covers\7508763281583099144.jpeg,
yt-dlp,7507924427309419794,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7507924427309419794,ok,covers\7507924427309419794.jpeg,
yt-dlp,7506402189242469650,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7506402189242469650,ok,covers\7506402189242469650.image,
yt-dlp,7504890999987064072,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7504890999987064072,ok,covers\7504890999987064072.jpeg,
yt-dlp,7504627570835557640,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7504627570835557640,ok,covers\7504627570835557640.image,
yt-dlp,7503788736388402440,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7503788736388402440,ok,covers\7503788736388402440.jpeg,
yt-dlp,7502271635911609608,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7502271635911609608,ok,covers\7502271635911609608.jpeg,
yt-dlp,7499774972131314951,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7499774972131314951,ok,covers\7499774972131314951.image,
yt-dlp,7500067910593826055,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7500067910593826055,ok,covers\7500067910593826055.jpeg,
yt-dlp,7499292720918285586,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7499292720918285586,ok,covers\7499292720918285586.jpeg,
yt-dlp,7498658909285043463,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7498658909285043463,ok,covers\7498658909285043463.image,
yt-dlp,7498335145963916551,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7498335145963916551,ok,covers\7498335145963916551.image,
yt-dlp,7498236815942438162,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7498236815942438162,ok,covers\7498236815942438162.image,
yt-dlp,7495972152529718536,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7495972152529718536,ok,covers\7495972152529718536.image,
yt-dlp,7496006325915159826,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7496006325915159826,ok,covers\7496006325915159826.jpeg,
yt-dlp,7491610837296090375,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7491610837296090375,ok,covers\7491610837296090375.image,
yt-dlp,7490841321414921490,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7490841321414921490,ok,covers\7490841321414921490.image,
yt-dlp,7491903273193032977,anantarakohyaoyairesort,https://www.tiktok.com/@anantarakohyaoyairesort/video/7491903273193032977,ok,covers\7491903273193032977.image,
yt-dlp,7505234225419881735,nh.collection.samui,https://www.tiktok.com/@nh.collection.samui/video/7505234225419881735,ok,covers\7505234225419881735.image,
yt-dlp,7504284049033170194,nh.collection.samui,https://www.tiktok.com/@nh.collection.samui/video/7504284049033170194,ok,covers\7504284049033170194.image,
yt-dlp,7486493380235496712,nh.collection.samui,https://www.tiktok.com/@nh.collection.samui/video/7486493380235496712,ok,covers\7486493380235496712.image,
yt-dlp,7470142874248678711,nh.collection.samui,https://www.tiktok.com/@nh.collection.samui/video/7470142874248678711,ok,covers\7470142874248678711.image,
yt-dlp,7471648462828768518,nh.collection.samui,https://www.tiktok.com/@nh.collection.samui/video/7471648462828768518,ok,covers\7471648462828768518.image,
yt-dlp,7499511992688921863,nh.collection.samui,https://www.tiktok.com/@nh.collection.samui/video/7499511992688921863,ok,covers\7499511992688921863.image,
yt-dlp,7470202907359530246,nh.collection.samui,https://www.tiktok.com/@nh.collection.samui/video/7470202907359530246,ok,covers\7470202907359530246.image,
yt-dlp,7470135068455963959,nh.collection.samui,https://www.tiktok.com/@nh.collection.samui/video/7470135068455963959,ok,covers\7470135068455963959.image,
yt-dlp,6988735331600174337,anantaraqasralsarab,https://www.tiktok.com/@anantaraqasralsarab/video/6988735331600174337,ok,covers\6988735331600174337.image,
yt-dlp,7173218200061021441,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7173218200061021441,ok,covers\7173218200061021441.image,
yt-dlp,7211872133608246530,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7211872133608246530,ok,covers\7211872133608246530.image,
yt-dlp,7235997928593083650,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7235997928593083650,ok,covers\7235997928593083650.image,
yt-dlp,7528454438323866887,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7528454438323866887,ok,covers\7528454438323866887.image,
yt-dlp,7527707397603740936,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7527707397603740936,ok,covers\7527707397603740936.image,
yt-dlp,7519521263753121031,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7519521263753121031,ok,covers\7519521263753121031.image,
yt-dlp,7516478809542102280,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7516478809542102280,ok,covers\7516478809542102280.image,
yt-dlp,7513879795697241352,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7513879795697241352,ok,covers\7513879795697241352.image,
yt-dlp,7512538116045933831,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7512538116045933831,ok,covers\7512538116045933831.image,
yt-dlp,7511380452184313095,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7511380452184313095,ok,covers\7511380452184313095.image,
yt-dlp,7510573085628615944,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7510573085628615944,ok,covers\7510573085628615944.image,
yt-dlp,7503900616607993096,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7503900616607993096,ok,covers\7503900616607993096.image,
yt-dlp,7494239032524754184,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7494239032524754184,ok,covers\7494239032524754184.image,
yt-dlp,7490155274767043848,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7490155274767043848,ok,covers\7490155274767043848.image,
yt-dlp,7489418594149797138,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7489418594149797138,ok,covers\7489418594149797138.image,
yt-dlp,7485672472818322706,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7485672472818322706,ok,covers\7485672472818322706.image,
yt-dlp,7483505732139142408,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7483505732139142408,ok,covers\7483505732139142408.image,
yt-dlp,7483119606077426962,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7483119606077426962,ok,covers\7483119606077426962.image,
yt-dlp,7479103699810323720,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7479103699810323720,ok,covers\7479103699810323720.image,
yt-dlp,7475371546102533383,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7475371546102533383,ok,covers\7475371546102533383.image,
yt-dlp,7474867955709283592,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7474867955709283592,ok,covers\7474867955709283592.image,
yt-dlp,7473788374990458130,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7473788374990458130,ok,covers\7473788374990458130.image,
yt-dlp,7473160220332625170,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7473160220332625170,ok,covers\7473160220332625170.image,
yt-dlp,7472333534816947474,bananaislandresort,https://www.tiktok.com/@bananaislandresort/video/7472333534816947474,ok,covers\7472333534816947474.image,
